[DEBUG] 2018-05-07 16:05:12.847 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@722fbf2c
[DEBUG] 2018-05-07 16:05:12.851 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@5195e729
[DEBUG] 2018-05-07 16:05:12.852 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@5195e729
[DEBUG] 2018-05-07 16:05:12.852 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@5195e729
[DEBUG] 2018-05-07 16:05:12.855 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@12ca279e
[DEBUG] 2018-05-07 16:05:12.855 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@12ca279e
[DEBUG] 2018-05-07 16:05:12.855 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@12ca279e
[DEBUG] 2018-05-07 16:05:12.859 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@243ca252
[DEBUG] 2018-05-07 16:05:12.859 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@243ca252
[DEBUG] 2018-05-07 16:05:12.861 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@649d272
[DEBUG] 2018-05-07 16:05:12.861 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@649d272
[DEBUG] 2018-05-07 16:05:12.863 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@43122ec9
[DEBUG] 2018-05-07 16:05:12.864 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@43122ec9
[DEBUG] 2018-05-07 16:05:12.866 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@2d4854e
[DEBUG] 2018-05-07 16:05:12.868 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@61b060c9
[DEBUG] 2018-05-07 16:05:12.870 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@499ed204
[DEBUG] 2018-05-07 16:05:12.870 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@499ed204
[DEBUG] 2018-05-07 16:05:12.873 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@36fbfbc0
[DEBUG] 2018-05-07 16:05:12.873 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@36fbfbc0
[DEBUG] 2018-05-07 16:05:12.897 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@5cca318d
[DEBUG] 2018-05-07 16:05:12.897 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@5cca318d
[DEBUG] 2018-05-07 16:05:12.900 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@3e0f2b26
[DEBUG] 2018-05-07 16:05:12.901 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@3e0f2b26
[DEBUG] 2018-05-07 16:05:12.905 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@4242afb8
[DEBUG] 2018-05-07 16:05:12.905 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@4242afb8
[DEBUG] 2018-05-07 16:05:12.909 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@5718cca2
[DEBUG] 2018-05-07 16:05:12.909 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@5718cca2
[DEBUG] 2018-05-07 16:05:12.912 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@6dca998c
[DEBUG] 2018-05-07 16:05:12.912 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@6dca998c
[DEBUG] 2018-05-07 16:05:12.915 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@7b6e0e18
[DEBUG] 2018-05-07 16:05:12.915 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@7b6e0e18
[DEBUG] 2018-05-07 16:05:12.923 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@203c215d
[DEBUG] 2018-05-07 16:05:12.923 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@203c215d
[DEBUG] 2018-05-07 16:05:12.927 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@2ab192d6
[DEBUG] 2018-05-07 16:05:12.927 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@2ab192d6
[DEBUG] 2018-05-07 16:05:12.930 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@5739fab1
[DEBUG] 2018-05-07 16:05:12.930 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@5739fab1
[DEBUG] 2018-05-07 16:05:12.933 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@3059ffc5
[DEBUG] 2018-05-07 16:05:12.933 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@3059ffc5
[DEBUG] 2018-05-07 16:05:12.933 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@3059ffc5
[DEBUG] 2018-05-07 16:05:12.937 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@5fadcc35
[DEBUG] 2018-05-07 16:05:12.940 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@5b306734
[DEBUG] 2018-05-07 16:05:12.940 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@5b306734
[DEBUG] 2018-05-07 16:05:12.940 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@5b306734
[DEBUG] 2018-05-07 16:05:12.942 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@67824d53
[DEBUG] 2018-05-07 16:05:12.944 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@34e59b93
[DEBUG] 2018-05-07 16:05:12.944 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@34e59b93
[DEBUG] 2018-05-07 16:05:12.946 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@1b1364c0
[DEBUG] 2018-05-07 16:05:12.946 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@1b1364c0
[DEBUG] 2018-05-07 16:05:12.948 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@867ca3c
[DEBUG] 2018-05-07 16:05:12.949 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@867ca3c
[DEBUG] 2018-05-07 16:05:12.951 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@4d974c37
[DEBUG] 2018-05-07 16:05:12.951 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@4d974c37
[DEBUG] 2018-05-07 16:05:12.954 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@528e1511
[DEBUG] 2018-05-07 16:05:12.955 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@528e1511
[DEBUG] 2018-05-07 16:05:12.956 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@75336c62
[DEBUG] 2018-05-07 16:05:12.958 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@6db0d85d
[DEBUG] 2018-05-07 16:05:12.958 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@6db0d85d
[DEBUG] 2018-05-07 16:05:12.958 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@6db0d85d
[DEBUG] 2018-05-07 16:05:12.961 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@1acf986f
[DEBUG] 2018-05-07 16:05:12.961 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@1acf986f
[DEBUG] 2018-05-07 16:05:12.961 [http-nio-8080-exec-9] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@1acf986f
